date,channel,spend,impressions
2024-03-11,App Notification,382.81,9947
2024-03-11,Google Ads,6781.21,22075
2024-03-11,Instagram,5037.19,26788
2024-03-12,SMS,2234.14,20357
2024-03-12,Email,553.01,9376
2024-03-12,Facebook,3216.54,13660
2024-03-12,App Notification,134.44,2980
2024-03-12,Google Ads,8466.65,34222
2024-03-12,Instagram,5538.85,29824
2024-03-13,SMS,2218.46,24912
2024-03-13,Email,771.21,16910
2024-03-13,Facebook,4012.84,20638
2024-03-13,App Notification,114.73,2764
2024-03-13,Google Ads,7183.15,18670
2024-03-13,Instagram,5554.21,31624
2024-03-14,SMS,1331.8,11868
2024-03-14,Email,387.77,8833
2024-03-14,Facebook,6251.74,34961
2024-03-14,App Notification,249.67,6823
2024-03-14,Google Ads,6020.17,17265
2024-03-14,Instagram,2932.93,17807
2024-03-15,SMS,2179.86,19643
2024-03-15,Email,568.23,12580
2024-03-15,Facebook,3675.79,15136
2024-03-15,App Notification,290.48,6506
2024-03-15,Google Ads,7165.06,22609
2024-03-15,Instagram,5251.35,36101
2024-03-16,SMS,1654.3,15060
2024-03-16,Email,596.31,13034
2024-03-16,Facebook,5777.68,32816
2024-03-16,App Notification,114.45,3360
2024-03-16,Google Ads,7324.68,29070
2024-03-16,Instagram,3136.8,15916
2024-03-17,SMS,2309.22,20714
2024-03-17,Email,722.31,16822
2024-03-17,Facebook,3630.54,15302
2024-03-17,App Notification,273.27,7683
2024-03-17,Google Ads,6176.35,19298
2024-03-17,Instagram,4243.1,20118
2024-03-18,SMS,2907.16,26169
2024-03-18,Email,539.47,9819
2024-03-18,Facebook,3645.67,19533
2024-03-18,App Notification,392.07,11255
2024-03-18,Google Ads,4333.43,16670
2024-03-18,Instagram,3768.59,22394
2024-03-19,SMS,1285.87,14397
2024-03-19,Email,784.04,14444
2024-03-19,Facebook,6823.14,39120
2024-03-19,App Notification,391.65,9750
2024-03-19,Google Ads,6027.2,15615
2024-03-19,Instagram,5379.08,28862
2024-03-20,SMS,2936.6,34791
2024-03-20,Email,418.32,9916
2024-03-20,Facebook,6285.02,24636
2024-03-20,App Notification,100.61,2731
2024-03-20,Google Ads,6614.94,29497
2024-03-20,Instagram,3853.45,19030
2024-03-21,SMS,2185.37,22121
2024-03-21,Email,333.55,8223
2024-03-21,Facebook,4390.98,21792
2024-03-21,App Notification,388.39,9802
2024-03-21,Google Ads,6745.58,20882
2024-03-21,Instagram,3359.15,19800
2024-03-22,SMS,1604.06,16709
2024-03-22,Email,469.6,7328
2024-03-22,Facebook,5331.14,28687
2024-03-22,App Notification,254.01,5409
2024-03-22,Google Ads,4979.61,12606
2024-03-22,Instagram,5796.79,27679
2024-03-23,SMS,2718.57,31260
2024-03-23,Email,520.37,9208
2024-03-23,Facebook,5098.01,18116
2024-03-23,App Notification,180.97,4093
2024-03-23,Google Ads,4775.14,20034
2024-03-23,Instagram,4770.55,22780
2024-03-24,SMS,1610.42,18284
2024-03-24,Email,612.83,12634
2024-03-24,Facebook,6468.19,34399
2024-03-24,App Notification,341.86,8193
2024-03-24,Google Ads,6924.03,22012
2024-03-24,Instagram,4248.39,31623
2024-03-25,SMS,1884.84,20441
2024-03-25,Email,699.77,11074
2024-03-25,Facebook,5997.13,23186
2024-03-25,App Notification,200.8,5233
2024-03-25,Google Ads,5734.47,20587
2024-03-25,Instagram,3924.35,21039
2024-03-26,SMS,2894.44,33005
2024-03-26,Email,662.58,14796
2024-03-26,Facebook,3073.32,16965
2024-03-26,App Notification,399.0,11108
2024-03-26,Google Ads,8280.75,24331
2024-03-26,Instagram,4695.15,34713
2024-03-27,SMS,1647.46,14163
2024-03-27,Email,378.93,8582
2024-03-27,Facebook,4532.52,21057
2024-03-27,App Notification,384.25,8475
2024-03-27,Google Ads,6560.57,26659
2024-03-27,Instagram,2765.83,19164
2024-03-28,SMS,2975.15,32133
2024-03-28,Email,690.18,15733
2024-03-28,Facebook,3865.31,14956
2024-03-28,App Notification,136.58,3913
2024-03-28,Google Ads,8885.74,31362
2024-03-28,Instagram,4205.54,21983
2024-03-29,SMS,2814.0,31203
2024-03-29,Email,760.31,13793
2024-03-29,Facebook,5344.35,29061
2024-03-29,App Notification,345.31,10244
2024-03-29,Google Ads,6044.27,21025
2024-03-29,Instagram,3342.32,15769
2024-03-30,SMS,2431.52,21248
2024-03-30,Email,658.91,13370
2024-03-30,Facebook,4062.44,21526
2024-03-30,App Notification,275.7,8069
2024-03-30,Google Ads,5518.66,15581
2024-03-30,Instagram,5774.87,42852
2024-03-31,SMS,2356.04,27905
2024-03-31,Email,699.11,17266
2024-03-31,Facebook,4108.88,19431
2024-03-31,App Notification,218.69,5541
2024-03-31,Google Ads,5848.83,16241
2024-03-31,Instagram,4653.06,26439
2024-04-01,SMS,1421.09,11569
2024-04-01,Email,586.05,11173
2024-04-01,Facebook,4280.88,15592
2024-04-01,App Notification,178.18,4267
2024-04-01,Google Ads,6005.7,15628
2024-04-01,Instagram,3457.02,21988
2024-04-02,SMS,1400.1,14786
2024-04-02,Email,302.91,6192
2024-04-02,Facebook,5671.13,26832
2024-04-02,App Notification,179.92,5170
2024-04-02,Google Ads,4092.32,17934
2024-04-02,Instagram,4098.06,25372
2024-04-03,SMS,1718.48,19088
2024-04-03,Email,399.44,8800
2024-04-03,Facebook,3031.35,18042
2024-04-03,App Notification,262.05,5740
2024-04-03,Google Ads,6713.87,20393
2024-04-03,Instagram,2600.93,15169
2024-04-04,SMS,2055.0,19109
2024-04-04,Email,315.76,7786
2024-04-04,Facebook,5851.81,27070
2024-04-04,App Notification,272.45,6372
2024-04-04,Google Ads,5880.3,21564
2024-04-04,Instagram,4030.83,29490
2024-04-05,SMS,1419.8,14889
2024-04-05,Email,694.44,14950
2024-04-05,Facebook,5008.57,28227
2024-04-05,App Notification,187.87,4732
2024-04-05,Google Ads,4206.35,12829
2024-04-05,Instagram,2566.02,15302
2024-04-06,SMS,2132.12,22806
2024-04-06,Email,537.62,11033
2024-04-06,Facebook,5709.27,21374
2024-04-06,App Notification,211.49,6098
2024-04-06,Google Ads,6695.57,28437
2024-04-06,Instagram,2896.83,15133
2024-04-07,SMS,2647.94,31090
2024-04-07,Email,355.65,7042
2024-04-07,Facebook,6118.56,23902
2024-04-07,App Notification,360.46,10017
2024-04-07,Google Ads,4825.62,17149
2024-04-07,Instagram,2705.29,17972
2024-04-08,SMS,1950.86,23000
2024-04-08,Email,785.72,12529
2024-04-08,Facebook,6958.29,26076
2024-04-08,App Notification,198.67,5921
2024-04-08,Google Ads,8476.97,28704
2024-04-08,Instagram,3318.8,16550
2024-04-09,SMS,1666.34,19297
2024-04-09,Email,261.47,5968
2024-04-09,Facebook,5158.78,25489
2024-04-09,App Notification,136.8,3602
2024-04-09,Google Ads,6219.74,23531
2024-04-09,Instagram,3881.93,26413
2024-04-10,SMS,2636.06,28092
2024-04-10,Email,625.72,10557
2024-04-10,Facebook,3099.59,13954
2024-04-10,App Notification,154.77,3366
2024-04-10,Google Ads,8876.56,23220
2024-04-10,Instagram,5733.84,42029
2024-04-11,SMS,1328.62,13835
2024-04-11,Email,620.54,14147
2024-04-11,Facebook,6585.47,24853
2024-04-11,App Notification,258.72,5694
2024-04-11,Google Ads,5004.91,13851
2024-04-11,Instagram,5754.21,41766
2024-04-12,SMS,2980.05,32340
2024-04-12,Email,723.93,14019
2024-04-12,Facebook,4123.76,20974
2024-04-12,App Notification,260.58,5756
2024-04-12,Google Ads,4912.99,13038
2024-04-12,Instagram,4903.68,35802
2024-04-13,SMS,1665.63,17794
2024-04-13,Email,662.85,13842
2024-04-13,Facebook,3455.17,16089
2024-04-13,App Notification,265.43,7868
2024-04-13,Google Ads,4245.04,17985
2024-04-13,Instagram,3303.82,23210
2024-04-14,SMS,2969.79,28885
2024-04-14,Email,455.09,7515
2024-04-14,Facebook,3939.06,16631
2024-04-14,App Notification,333.71,8342
2024-04-14,Google Ads,7955.13,20443
2024-04-14,Instagram,3438.86,21842
2024-04-15,SMS,2733.2,24745
2024-04-15,Email,314.77,5046
2024-04-15,Facebook,3286.11,14064
2024-04-15,App Notification,152.41,4192
2024-04-15,Google Ads,6080.22,20096
2024-04-15,Instagram,2773.3,15842
2024-04-16,SMS,1630.49,18101
2024-04-16,Email,541.33,8895
2024-04-16,Facebook,4790.69,22527
2024-04-16,App Notification,127.82,2875
2024-04-16,Google Ads,8877.13,33304
2024-04-16,Instagram,3583.34,19897
2024-04-17,SMS,1894.41,16382
2024-04-17,Email,604.18,14193
2024-04-17,Facebook,5674.69,24706
2024-04-17,App Notification,264.8,7260
2024-04-17,Google Ads,8527.33,26635
2024-04-17,Instagram,3626.05,16687
2024-04-18,SMS,2168.47,21567
2024-04-18,Email,388.33,8816
2024-04-18,Facebook,4706.36,27804
2024-04-18,App Notification,229.79,5020
2024-04-18,Google Ads,5174.04,20593
2024-04-18,Instagram,3070.0,16856
2024-04-19,SMS,2485.64,24552
2024-04-19,Email,754.42,12046
2024-04-19,Facebook,6851.17,32913
2024-04-19,App Notification,326.89,9029
2024-04-19,Google Ads,6896.26,19698
2024-04-19,Instagram,4617.79,21272
2024-04-20,SMS,2238.13,22992
2024-04-20,Email,214.37,4331
2024-04-20,Facebook,5206.03,23614
2024-04-20,App Notification,352.22,10063
2024-04-20,Google Ads,4125.21,10535
2024-04-20,Instagram,3804.04,22756
2024-04-21,SMS,1020.29,9373
2024-04-21,Email,714.08,15305
2024-04-21,Facebook,6133.71,25726
2024-04-21,App Notification,370.92,10588
2024-04-21,Google Ads,7244.22,29086
2024-04-21,Instagram,4678.73,23313
2024-04-22,SMS,2900.28,26472
2024-04-22,Email,733.57,14043
2024-04-22,Facebook,4151.92,14844
2024-04-22,App Notification,149.28,4235
2024-04-22,Google Ads,8069.59,24938
2024-04-22,Instagram,3558.53,22270
2024-04-23,SMS,2343.94,23065
2024-04-23,Email,788.75,12231
2024-04-23,Facebook,5542.93,31604
2024-04-23,App Notification,361.2,10177
2024-04-23,Google Ads,7781.16,29875
2024-04-23,Instagram,5752.32,29929
2024-04-24,SMS,2495.23,20221
2024-04-24,Email,410.29,6230
2024-04-24,Facebook,6054.15,25521
2024-04-24,App Notification,120.73,2938
2024-04-24,Google Ads,5097.89,17893
2024-04-24,Instagram,4940.73,30774
2024-04-25,SMS,2308.95,26791
2024-04-25,Email,521.06,12405
2024-04-25,Facebook,4236.94,17059
2024-04-25,App Notification,178.88,4340
2024-04-25,Google Ads,4268.35,17501
2024-04-25,Instagram,4408.45,29630
2024-04-26,SMS,2120.32,18376
2024-04-26,Email,570.09,12076
2024-04-26,Facebook,3915.3,16716
2024-04-26,App Notification,370.39,8797
2024-04-26,Google Ads,6530.87,27796
2024-04-26,Instagram,5290.0,33142
2024-04-27,SMS,2666.78,23005
2024-04-27,Email,217.75,5136
2024-04-27,Facebook,3221.14,13994
2024-04-27,App Notification,161.64,3786
2024-04-27,Google Ads,4954.86,15090
2024-04-27,Instagram,3552.21,16333
2024-04-28,SMS,1898.81,21449
2024-04-28,Email,273.06,4213
2024-04-28,Facebook,3543.43,14269
2024-04-28,App Notification,239.63,7151
2024-04-28,Google Ads,5564.76,24707
2024-04-28,Instagram,3499.67,21488
2024-04-29,SMS,1374.32,14514
2024-04-29,Email,520.21,11943
2024-04-29,Facebook,3104.54,11732
2024-04-29,App Notification,358.82,10048
2024-04-29,Google Ads,8473.43,23605
2024-04-29,Instagram,3399.56,18627
2024-04-30,SMS,1884.83,20199
2024-04-30,Email,298.95,5201
2024-04-30,Facebook,5197.96,28257
2024-04-30,App Notification,177.6,4660
2024-04-30,Google Ads,4972.23,13574
2024-04-30,Instagram,4813.76,23212
2024-05-01,SMS,1371.55,15886
2024-05-01,Email,411.16,8904
2024-05-01,Facebook,3833.91,21748
2024-05-01,App Notification,267.96,7270
2024-05-01,Google Ads,7098.59,17977
2024-05-01,Instagram,3596.62,21770
2024-05-02,SMS,1287.04,15296
2024-05-02,Email,267.55,5072
2024-05-02,Facebook,3284.85,15640
2024-05-02,App Notification,228.75,4944
2024-05-02,Google Ads,4708.97,20033
2024-05-02,Instagram,5669.86,34224
2024-05-03,SMS,1935.87,16134
2024-05-03,Email,497.34,10186
2024-05-03,Facebook,6132.67,33136
2024-05-03,App Notification,228.5,6753
2024-05-03,Google Ads,5803.68,22768
2024-05-03,Instagram,5229.46,26464
2024-05-04,SMS,1347.66,13187
2024-05-04,Email,756.42,17563
2024-05-04,Facebook,4087.38,20829
2024-05-04,App Notification,100.96,2437
2024-05-04,Google Ads,7071.37,18859
2024-05-04,Instagram,2608.07,16353
2024-05-05,SMS,1572.5,16359
2024-05-05,Email,504.44,10024
2024-05-05,Facebook,4527.28,26996
2024-05-05,App Notification,142.27,3751
2024-05-05,Google Ads,5966.53,19399
2024-05-05,Instagram,5110.56,31117
2024-05-06,SMS,2303.12,18779
2024-05-06,Email,720.21,15766
2024-05-06,Facebook,3832.43,17208
2024-05-06,App Notification,360.89,8403
2024-05-06,Google Ads,4538.01,14901
2024-05-06,Instagram,5946.92,30780
2024-05-07,SMS,2080.45,22459
2024-05-07,Email,214.07,4378
2024-05-07,Facebook,3219.58,13897
2024-05-07,App Notification,240.72,5318
2024-05-07,Google Ads,4600.98,17289
2024-05-07,Instagram,2537.27,13953
2024-05-08,SMS,2147.69,20964
2024-05-08,Email,589.24,11909
2024-05-08,Facebook,3338.79,11741
2024-05-08,App Notification,216.36,4339
2024-05-08,Google Ads,5706.58,24095
2024-05-08,Instagram,3616.42,21141
2024-05-09,SMS,2143.54,20586
2024-05-09,Email,537.9,10998
2024-05-09,Facebook,4005.45,18715
2024-05-09,App Notification,146.21,4345
2024-05-09,Google Ads,6480.98,16975
2024-05-09,Instagram,4514.57,27943
2024-05-10,SMS,1738.82,15271
2024-05-10,Email,761.36,15339
2024-05-10,Facebook,4543.03,18134
2024-05-10,App Notification,188.56,4333
2024-05-10,Google Ads,4633.84,15282
2024-05-10,Instagram,4767.99,25533
2024-05-11,SMS,1361.19,13711
2024-05-11,Email,210.55,3664
2024-05-11,Facebook,4842.77,21970
2024-05-11,App Notification,255.13,7086
2024-05-11,Google Ads,6373.16,27664
2024-05-11,Instagram,2825.86,18100
2024-05-12,SMS,1096.2,9825
2024-05-12,Email,211.91,4178
2024-05-12,Facebook,3445.85,17805
2024-05-12,App Notification,222.85,6532
2024-05-12,Google Ads,7380.8,30970
2024-05-12,Instagram,3085.01,20424
2024-05-13,SMS,2236.87,18795
2024-05-13,Email,410.62,6887
2024-05-13,Facebook,5161.09,22898
2024-05-13,App Notification,361.55,8651
2024-05-13,Google Ads,8445.99,28251
2024-05-13,Instagram,2691.25,14521
2024-05-14,SMS,1423.72,11465
2024-05-14,Email,362.47,7687
2024-05-14,Facebook,5537.61,29927
2024-05-14,App Notification,188.73,3870
2024-05-14,Google Ads,5583.07,18285
2024-05-14,Instagram,5272.41,30835
2024-05-15,SMS,2430.96,27420
2024-05-15,Email,604.42,12156
2024-05-15,Facebook,5126.95,19106
2024-05-15,App Notification,269.07,7319
2024-05-15,Google Ads,8770.96,30504
2024-05-15,Instagram,3279.89,23306
2024-05-16,SMS,1763.48,19883
2024-05-16,Email,330.64,7654
2024-05-16,Facebook,6283.71,31999
2024-05-16,App Notification,122.01,3084
2024-05-16,Google Ads,5659.28,24026
2024-05-16,Instagram,4272.15,23825
2024-05-17,SMS,2787.05,23544
2024-05-17,Email,701.46,11067
2024-05-17,Facebook,5967.31,25322
2024-05-17,App Notification,366.47,10681
2024-05-17,Google Ads,6957.4,18089
2024-05-17,Instagram,5103.37,30548
2024-05-18,SMS,2548.7,28622
2024-05-18,Email,742.84,16085
2024-05-18,Facebook,4802.21,21147
2024-05-18,App Notification,291.07,8638
2024-05-18,Google Ads,6826.05,25033
2024-05-18,Instagram,4376.92,28919
2024-05-19,SMS,1128.32,12482
2024-05-19,Email,765.89,18992
2024-05-19,Facebook,3146.76,17635
2024-05-19,App Notification,238.84,6934
2024-05-19,Google Ads,5530.58,23140
2024-05-19,Instagram,4563.8,23022
2024-05-20,SMS,2081.04,21181
2024-05-20,Email,753.58,15039
2024-05-20,Facebook,6332.76,28166
2024-05-20,App Notification,325.77,9450
2024-05-20,Google Ads,6793.07,27681
2024-05-20,Instagram,5107.76,33292
2024-05-21,SMS,1065.71,11965
2024-05-21,Email,738.23,15032
2024-05-21,Facebook,5559.6,29184
2024-05-21,App Notification,256.33,6473
2024-05-21,Google Ads,8735.31,38848
2024-05-21,Instagram,3435.61,21847
2024-05-22,SMS,2152.28,19894
2024-05-22,Email,254.72,5751
2024-05-22,Facebook,4975.43,26161
2024-05-22,App Notification,175.03,4190
2024-05-22,Google Ads,6562.59,23157
2024-05-22,Instagram,3083.61,14672
2024-05-23,SMS,2423.96,22668
2024-05-23,Email,517.5,9665
2024-05-23,Facebook,4462.17,20440
2024-05-23,App Notification,299.58,6005
2024-05-23,Google Ads,8997.76,35368
2024-05-23,Instagram,5370.23,39641
2024-05-24,SMS,2552.52,23285
2024-05-24,Email,361.93,6290
2024-05-24,Facebook,3472.83,12524
2024-05-24,App Notification,220.35,4779
2024-05-24,Google Ads,5797.57,17470
2024-05-24,Instagram,5157.31,36364
2024-05-25,SMS,2006.06,18476
2024-05-25,Email,779.41,18135
2024-05-25,Facebook,6737.2,24372
2024-05-25,App Notification,156.75,3516
2024-05-25,Google Ads,7413.49,29900
2024-05-25,Instagram,3920.86,26711
2024-05-26,SMS,1253.2,14501
2024-05-26,Email,459.77,8595
2024-05-26,Facebook,6376.8,34975
2024-05-26,App Notification,272.97,6492
2024-05-26,Google Ads,5863.61,23531
2024-05-26,Instagram,3315.33,22012
2024-05-27,SMS,2963.03,25941
2024-05-27,Email,783.72,17244
2024-05-27,Facebook,6093.51,28556
2024-05-27,App Notification,390.26,8360
2024-05-27,Google Ads,6515.0,17395
2024-05-27,Instagram,3695.32,22366
2024-05-28,SMS,1859.39,16420
2024-05-28,Email,332.71,5007
2024-05-28,Facebook,6037.83,31873
2024-05-28,App Notification,169.29,3790
2024-05-28,Google Ads,8157.54,22059
2024-05-28,Instagram,4841.99,32519
2024-05-29,SMS,2869.68,28490
2024-05-29,Email,474.45,9274
2024-05-29,Facebook,6732.4,40244
2024-05-29,App Notification,309.23,9058
2024-05-29,Google Ads,6571.0,22026
2024-05-29,Instagram,5096.52,25060
2024-05-30,SMS,2267.55,23994
2024-05-30,Email,362.41,8449
2024-05-30,Facebook,5690.14,27315
2024-05-30,App Notification,345.56,9856
2024-05-30,Google Ads,7071.45,18402
2024-05-30,Instagram,5157.59,29316
2024-05-31,SMS,1470.57,13183
2024-05-31,Email,316.21,5347
2024-05-31,Facebook,6612.09,38018
2024-05-31,App Notification,312.32,9074
2024-05-31,Google Ads,6793.69,27283
2024-05-31,Instagram,5914.66,36367
2024-06-01,SMS,1750.46,14412
2024-06-01,Email,448.73,8491
2024-06-01,Facebook,3508.39,16301
2024-06-01,App Notification,200.37,5646
2024-06-01,Google Ads,5068.58,15487
2024-06-01,Instagram,5425.5,28590
2024-06-02,SMS,2669.22,23110
2024-06-02,Email,662.89,12714
2024-06-02,Facebook,5867.35,31573
2024-06-02,App Notification,230.64,6206
2024-06-02,Google Ads,6419.02,17872
2024-06-02,Instagram,3774.44,27758
2024-06-03,SMS,1178.24,12161
2024-06-03,Email,752.88,16117
2024-06-03,Facebook,5489.5,26397
2024-06-03,App Notification,360.99,7392
2024-06-03,Google Ads,6786.05,27930
2024-06-03,Instagram,3807.77,27015
2024-06-04,SMS,1129.14,11980
2024-06-04,Email,705.17,15272
2024-06-04,Facebook,4245.71,20783
2024-06-04,App Notification,325.69,7424
2024-06-04,Google Ads,5663.88,20336
2024-06-04,Instagram,3403.6,23955
2024-06-05,SMS,1432.01,12967
2024-06-05,Email,640.63,12143
2024-06-05,Facebook,3656.68,20568
2024-06-05,App Notification,378.96,11144
2024-06-05,Google Ads,8486.18,32153
2024-06-05,Instagram,5126.35,31564
2024-06-06,SMS,1173.17,9607
2024-06-06,Email,551.34,10922
2024-06-06,Facebook,6776.75,35777
2024-06-06,App Notification,148.77,4154
2024-06-06,Google Ads,8608.01,28858
2024-06-06,Instagram,5426.42,26428
2024-06-07,SMS,2611.07,26225
2024-06-07,Email,376.48,7356
2024-06-07,Facebook,3334.37,12788
2024-06-07,App Notification,360.71,9180
2024-06-07,Google Ads,4888.31,19030
2024-06-07,Instagram,4279.53,27880
2024-06-08,SMS,2979.42,25726
2024-06-08,Email,417.99,7821
2024-06-08,Facebook,4491.57,24987
2024-06-08,App Notification,152.61,4217
2024-06-08,Google Ads,7050.71,28349
2024-06-08,Instagram,4043.75,26043
2024-06-09,SMS,1755.39,17200
2024-06-09,Email,281.42,6805
2024-06-09,Facebook,5648.75,31771
2024-06-09,App Notification,315.43,7900
2024-06-09,Google Ads,8115.18,21671
2024-06-09,Instagram,3578.54,16302
2024-06-10,SMS,2479.78,25525
2024-06-10,Email,733.55,11165
2024-06-10,Facebook,5667.15,31533
2024-06-10,App Notification,365.04,7556
2024-06-10,Google Ads,4203.82,14839
2024-06-10,Instagram,4409.89,22283
2024-06-11,SMS,1079.77,9853
2024-06-11,Email,241.59,4075
2024-06-11,Facebook,4731.76,27329
2024-06-11,App Notification,151.83,4142
2024-06-11,Google Ads,7469.83,32683
2024-06-11,Instagram,4878.03,32514
2024-06-12,SMS,1950.56,22901
2024-06-12,Email,342.41,8465
2024-06-12,Facebook,6769.32,25893
2024-06-12,App Notification,202.17,4430
2024-06-12,Google Ads,7886.41,24957
2024-06-12,Instagram,3898.96,18186
2024-06-13,SMS,1926.86,20880
2024-06-13,Email,547.67,10948
2024-06-13,Facebook,3924.36,14181
2024-06-13,App Notification,199.42,4619
2024-06-13,Google Ads,7097.36,29424
2024-06-13,Instagram,4143.18,30857
2024-06-14,SMS,1071.88,12268
2024-06-14,Email,582.33,9383
2024-06-14,Facebook,3809.62,21551
2024-06-14,App Notification,188.02,5572
2024-06-14,Google Ads,4162.11,15311
2024-06-14,Instagram,5224.21,37758
2024-06-15,SMS,1816.89,17949
2024-06-15,Email,623.16,13334
2024-06-15,Facebook,5202.5,20400
2024-06-15,App Notification,125.28,2670
2024-06-15,Google Ads,8167.57,33998
2024-06-15,Instagram,2840.19,13802
2024-06-16,SMS,1209.03,14417
2024-06-16,Email,658.08,12018
2024-06-16,Facebook,3273.02,15745
2024-06-16,App Notification,159.08,4389
2024-06-16,Google Ads,5097.37,20601
2024-06-16,Instagram,5554.12,35934
2024-06-17,SMS,2711.57,25254
2024-06-17,Email,233.55,4734
2024-06-17,Facebook,6403.81,37213
2024-06-17,App Notification,336.06,8856
2024-06-17,Google Ads,6410.12,21646
2024-06-17,Instagram,2866.46,14486
2024-06-18,SMS,2116.97,19660
2024-06-18,Email,533.16,9934
2024-06-18,Facebook,5525.91,30493
2024-06-18,App Notification,375.97,9038
2024-06-18,Google Ads,8373.91,31031
2024-06-18,Instagram,3846.85,27083
2024-06-19,SMS,1838.07,16229
2024-06-19,Email,310.28,4804
2024-06-19,Facebook,4612.69,17056
2024-06-19,App Notification,179.16,3983
2024-06-19,Google Ads,6338.01,19517
2024-06-19,Instagram,5115.95,26071
2024-06-20,SMS,1284.25,12905
2024-06-20,Email,768.51,11588
2024-06-20,Facebook,3814.54,20246
2024-06-20,App Notification,258.05,6595
2024-06-20,Google Ads,8165.27,27430
2024-06-20,Instagram,4474.42,22034
2024-06-21,SMS,1392.19,12020
2024-06-21,Email,349.67,7666
2024-06-21,Facebook,5478.0,25305
2024-06-21,App Notification,251.44,7499
2024-06-21,Google Ads,4996.52,19851
2024-06-21,Instagram,4738.59,29507
2024-06-22,SMS,2629.34,27408
2024-06-22,Email,443.87,7918
2024-06-22,Facebook,5142.05,28847
2024-06-22,App Notification,259.26,6590
2024-06-22,Google Ads,8600.95,25901
2024-06-22,Instagram,5186.38,35517
2024-06-23,SMS,2534.46,29360
2024-06-23,Email,646.61,15830
2024-06-23,Facebook,4237.81,19065
2024-06-23,App Notification,225.62,4952
2024-06-23,Google Ads,7898.13,28657
2024-06-23,Instagram,5843.4,30551
2024-06-24,SMS,1980.03,21946
2024-06-24,Email,670.98,11043
2024-06-24,Facebook,4061.04,18893
2024-06-24,App Notification,160.93,4024
2024-06-24,Google Ads,8249.65,22698
2024-06-24,Instagram,3362.29,15897
2024-06-25,SMS,1721.19,17846
2024-06-25,Email,412.78,6685
2024-06-25,Facebook,4033.79,16103
2024-06-25,App Notification,354.81,10531
2024-06-25,Google Ads,4215.42,14317
2024-06-25,Instagram,5976.0,30701
2024-06-26,SMS,2067.86,21609
2024-06-26,Email,749.35,11875
2024-06-26,Facebook,4239.8,15958
2024-06-26,App Notification,397.6,9900
2024-06-26,Google Ads,6496.72,27352
2024-06-26,Instagram,3522.21,23221
2024-06-27,SMS,2187.75,22435
2024-06-27,Email,741.14,18341
2024-06-27,Facebook,4432.45,16066
2024-06-27,App Notification,384.82,10194
2024-06-27,Google Ads,5873.52,21296
2024-06-27,Instagram,3902.19,22546
2024-06-28,SMS,2395.14,20880
2024-06-28,Email,580.42,10246
2024-06-28,Facebook,6959.0,34038
2024-06-28,App Notification,190.15,5440
2024-06-28,Google Ads,6942.32,29193
2024-06-28,Instagram,5278.28,37681
2024-06-29,SMS,1246.41,13596
2024-06-29,Email,261.46,5241
2024-06-29,Facebook,5854.39,29964
2024-06-29,App Notification,324.6,8984
2024-06-29,Google Ads,5873.0,21554
2024-06-29,Instagram,5373.78,28621
2024-06-30,SMS,2178.87,17890
2024-06-30,Email,787.6,18845
2024-06-30,Facebook,6477.82,25640
2024-06-30,App Notification,314.76,7669
2024-06-30,Google Ads,5636.58,20540
2024-06-30,Instagram,4256.17,25086
2024-07-01,SMS,1971.51,20397
2024-07-01,Email,451.14,10070
2024-07-01,Facebook,4595.57,24119
2024-07-01,App Notification,274.23,7180
2024-07-01,Google Ads,6735.81,21992
2024-07-01,Instagram,4200.97,21163
2024-07-02,SMS,1688.2,19478
2024-07-02,Email,216.12,5027
2024-07-02,Facebook,4334.68,21182
2024-07-02,App Notification,399.87,8238
2024-07-02,Google Ads,6833.77,18950
2024-07-02,Instagram,5190.36,32841
2024-07-03,SMS,1472.5,15191
2024-07-03,Email,304.53,6901
2024-07-03,Facebook,5397.77,24475
2024-07-03,App Notification,112.11,3069
2024-07-03,Google Ads,6184.19,20193
2024-07-03,Instagram,4688.42,22795
2024-07-04,SMS,2792.67,32864
2024-07-04,Email,541.61,9629
2024-07-04,Facebook,5670.28,27034
2024-07-04,App Notification,321.18,7471
2024-07-04,Google Ads,6620.39,28715
2024-07-04,Instagram,5663.83,39230
2024-07-05,SMS,2262.82,18167
2024-07-05,Email,496.37,8740
2024-07-05,Facebook,6719.27,30088
2024-07-05,App Notification,313.23,7853
2024-07-05,Google Ads,8532.66,23587
2024-07-05,Instagram,5458.64,27620
2024-07-06,SMS,1912.96,16741
2024-07-06,Email,575.73,9435
2024-07-06,Facebook,6705.53,32451
2024-07-06,App Notification,380.55,9785
2024-07-06,Google Ads,4129.53,11390
2024-07-06,Instagram,4585.26,26763
2024-07-07,SMS,1253.09,10735
2024-07-07,Email,241.85,3994
2024-07-07,Facebook,4097.74,22832
2024-07-07,App Notification,113.73,2978
2024-07-07,Google Ads,8143.54,22948
2024-07-07,Instagram,2998.26,14357
2024-07-08,SMS,2789.79,24544
2024-07-08,Email,475.86,7715
2024-07-08,Facebook,5213.77,25524
2024-07-08,App Notification,302.85,8446
2024-07-08,Google Ads,5915.37,15182
2024-07-08,Instagram,4817.2,26898
2024-07-09,SMS,1166.47,11168
2024-07-09,Email,783.89,19522
2024-07-09,Facebook,4737.43,27632
2024-07-09,App Notification,328.64,8643
2024-07-09,Google Ads,8105.27,27012
2024-07-09,Instagram,4591.15,29808
